date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:45:02	20532/20532	---M--	200	added ('OK')	font/woff	etag:%225034-5f3c87720a388%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Transportation/Transportation.woff	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Transportation/Transportation.woff	(from https://travelicious.bold-themes.com/main-demo/)
08:45:02	32648/32648	---M--	200	added ('OK')	font/ttf	etag:%227f88-5f3c87720a388%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Transportation/Transportation.ttf	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Transportation/Transportation.ttf	(from https://travelicious.bold-themes.com/main-demo/)
08:45:03	31548/31548	---M--	200	added ('OK')	font/woff	etag:%227b3c-5f3c87720ab58%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel1/Travel1.woff	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel1/Travel1.woff	(from https://travelicious.bold-themes.com/main-demo/)
08:45:04	31472/31472	---M--	200	added ('OK')	font/ttf	etag:%227af0-5f3c87720ab58%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel1/Travel1.ttf	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel1/Travel1.ttf	(from https://travelicious.bold-themes.com/main-demo/)
08:45:04	24604/24604	---M--	200	added ('OK')	font/woff	etag:%22601c-5f3c877209bb8%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel2/Travel2.woff	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel2/Travel2.woff	(from https://travelicious.bold-themes.com/main-demo/)
08:45:05	24528/24528	---M--	200	added ('OK')	font/ttf	etag:%225fd0-5f3c877209bb8%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel2/Travel2.ttf	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel2/Travel2.ttf	(from https://travelicious.bold-themes.com/main-demo/)
08:45:07	31792/31792	---M--	200	added ('OK')	font/woff	etag:%227c30-5f3c87720ce81%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel3/Travel3.woff	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel3/Travel3.woff	(from https://travelicious.bold-themes.com/main-demo/)
08:45:08	31716/31716	---M--	200	added ('OK')	font/ttf	etag:%227be4-5f3c87720ce81%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel3/Travel3.ttf	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/fonts/Travel3/Travel3.ttf	(from https://travelicious.bold-themes.com/main-demo/)
08:45:08	1066/1066	---MCZ	200	added ('OK')	text/css	etag:W/%2242a-5f3c87720611f%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/print.css?ver=6.1.1	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/print6a4d.css	(from https://travelicious.bold-themes.com/main-demo/)
08:45:09	284/284	---MCZ	200	added ('OK')	text/css	etag:W/%2211c-5f3c877205d37%22	https://travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/framework/css/style.css?ver=6.1.1	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/themes/travelicious/framework/css/style6a4d.css	(from https://travelicious.bold-themes.com/main-demo/)
08:45:10	31286/31286	---MCZ	200	added ('OK')	text/css	etag:W/%227a36-5f3c8799d6ae8%22	https://travelicious.bold-themes.com/main-demo/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/jquery-ui.min.css?ver=1.12.1	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/plugins/contact-form-7/includes/js/jquery-ui/themes/smoothness/jquery-ui.min35d0.css	(from https://travelicious.bold-themes.com/main-demo/)
08:45:10	89684/89684	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215e54-5eca4573e9590%22	https://travelicious.bold-themes.com/main-demo/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-includes/js/jquery/jquery.mina7a0.js	(from https://travelicious.bold-themes.com/main-demo/)
08:45:11	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bd8-5b621e8e4b1b7%22	https://travelicious.bold-themes.com/main-demo/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://travelicious.bold-themes.com/main-demo/)
08:45:11	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-5f3c87997ec8e%22	https://travelicious.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/slick/slick.min.js?ver=4.5.1	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/slick/slick.min8686.js	(from https://travelicious.bold-themes.com/main-demo/)
08:45:12	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ef8-5f3c879989489%22	https://travelicious.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/content_elements_misc/js/jquery.magnific-popup.min.js?ver=4.5.1	C:/My%20Web%20Sites/travelicious/travelicious.bold-themes.com/main-demo/wp-content/plugins/bold-page-builder/content_elements_misc/js/jquery.magnific-popup.min8686.js	(from https://travelicious.bold-themes.com/main-demo/)
